after,befer,score
睡眠障碍、慢性支气管炎、便秘,气滞血瘀、慢性支气管炎、便秘,66.66666666666666
脑血管病,脑血管不通，经常头痛，以前是打吊针的,18.75
干眼综合征,干燥综合征,80.0
急性细菌性结膜炎,角膜炎、圆锥角膜,28.57142857142857
慢性肝炎,甲亢护肝使用,16.666666666666664
胁肋胀痛,肝郁胁肋胀痛,66.66666666666666
胁痛,胁肋胀痛,50.0
高血压病,高血压,100.0
高血压病,高血压,100.0
 过敏性鼻炎 ,季节性过敏性鼻炎、慢性鼻炎,41.66666666666667
冠心病,瘀血内阻证,0.0
后循环缺血,头痛偏头痛,0.0
季节性过敏性鼻炎 ,季节性过敏性鼻炎、慢性鼻炎,66.66666666666666
冠心病,小叶增生,0.0
中暑,洗脸,0.0
筋骨疼痛,扭伤,0.0
中暑,洗脸,0.0
肠炎,消化不良,0.0
性功能障碍,勃起功能障碍,66.66666666666666
高血压病 ,高血压病、高血压,57.14285714285714
疱疹后神经痛,疱疹感染后神经痛,75.0
骨质增生,扁桃体炎,0.0
免疫功能低下,免疫力低下,80.0
阿尔茨海默症,血管性痴呆,0.0
高血压病,高血压,100.0
脂肪肝！,脂肪肝,100.0
脂肪肝,脂肪肝！,100.0
抑郁症,胃炎,0.0
性功能障碍,勃起功能障碍,66.66666666666666
支气管哮喘,咳嗽,0.0
口腔溃疡,阴虚,0.0
肾移植,肾移植失败和排斥反应,30.0
肾移植,肾移植失败和排斥反应,30.0
特应性皮炎,膜性肾病,25.0
表虚不固,自汗病,0.0
哮喘,哮喘、支气管哮喘,28.57142857142857
眩晕症,头晕,50.0
头晕,头晕目眩,50.0
乳腺增生,乳腺肿瘤,50.0
脾虚,脾虚湿滞,50.0
肾虚,肾阳虚弱证,40.0
性功能障碍,早泄,0.0
结膜炎,过敏性鼻炎,20.0
性功能障碍,勃起功能障碍,66.66666666666666
癫痫、脑神经损伤、高血压病、尿崩症,癫痫、未特指的脑神经损伤、高血压病、尿崩症,77.77777777777779
肝炎,肝功能异常,20.0
带状疱疹,带状施卜,50.0
胃溃疡、乙型病毒性肝炎,慢性乙型病毒性肝炎、胃溃疡、乙型病毒性肝炎,52.63157894736842
高尿酸血症,尿酸高,66.66666666666666
脑梗塞,缺血性脑血管病,14.285714285714285
自汗、失眠,气阴两虚、失眠多梦,25.0
乳腺增生,医院诊断乳腺增生和结节，医院给开的这两种,21.052631578947366
慢性肾炎,急性肾炎,75.0
类风湿关节炎,牛皮癣、类风湿关节炎,66.66666666666666
肾病,糖尿病,33.33333333333333
肠道检查,便秘,0.0
性功能障碍,勃起功能障碍,66.66666666666666
慢性乙肝,无,0.0
急性扁桃体炎,急性扁桃体炎;急性上呼吸道感染,42.857142857142854
左卡尼汀缺乏症,弱精症,33.33333333333333
肥胖症,减肥,50.0
咽炎,肠炎,50.0
角膜上皮损伤,角膜上皮缺损,83.33333333333334
肝气郁结,肝郁胁肋胀痛,33.33333333333333
抑郁症,焦虑性抑郁症,50.0
抑郁症,焦虑性抑郁症,50.0
肾阳虚,肾阳虚、补肾,60.0
肥胖症,减肥,50.0
气虚血亏,补气补血,50.0
痔疮,混合痔,33.33333333333333
更年期综合征,月经失调,0.0
胃炎伴幽门螺杆菌感染,胃炎,100.0
抑郁症,焦虑性抑郁症,50.0
冠心病,胸痛,0.0
慢性阻塞性肺疾病,慢阻肺,100.0
心绞痛,胸痛,50.0
子宫不规则出血,异常阴道出血,33.33333333333333
脑血栓,慢性骨髓炎,0.0
更年期综合征,女性更年期综合征,75.0
咽炎,血热,0.0
痤疮,痤疮（青春痘）/祛痘/粉刺,22.22222222222222
帕金森,帕金森、帕金森病,42.857142857142854
骨质疏松症,抗维生素D佝偻病,0.0
肝肾不足,滋补肝肾,50.0
 缺铁性贫血,特指缺铁性贫血,71.42857142857143
中风,高脂血症,0.0
乙肝,肝硬化,33.33333333333333
、胃溃疡,胃炎、胃溃疡,60.0
消化不良,功能性消化不良,57.14285714285714
胃肠功能紊乱,腹胀,0.0
感冒,感冒病,66.66666666666666
性功能障碍,勃起功能障碍,66.66666666666666
干眼症,角膜上皮缺损,0.0
过敏性结膜炎,春季角过敏性结膜炎,66.66666666666666
冠心病，,冠心病，高血压,50.0
甲状腺功能低下;糖尿病,甲状腺功能低下;急性牙周炎,58.333333333333336
过敏性结膜炎,过敏性性结膜炎,85.71428571428571
甲状腺功能减退;糖尿病,甲状腺功能低下;糖尿病,80.0
高血压病,高血压,100.0
胁痛,肝郁胁肋胀痛,33.33333333333333
支气管哮喘,咳嗽,0.0
偏头痛,头痛偏头痛,60.0
上呼吸道感染,感冒,50.0
风湿性关节炎,急性结膜炎,40.0
男性勃起功能障碍早泄,男性勃起功能障碍、勃起功能障碍,57.14285714285714
慢性阻塞性肺病,慢阻肺,100.0
宫血,紫癜,0.0
肝炎,紫癫,0.0
免疫力低下,桥本甲状腺炎 免疫力低下,45.45454545454545
湿疹,皮炎、黄褐斑,0.0
结膜炎、虹膜睫状体炎,结膜炎、眼部炎症,57.14285714285714
冠心病,胸痛,0.0
胸痹,冠心病,0.0
哮喘,1,0.0
神经衰弱症,肾精不足,0.0
高血压病,高血压,100.0
风湿性关节炎,腰痛,0.0
肝肾不足症,滋补肝肾,50.0
更年期综合征,月经失调,0.0
皮炎,点痦子后，涂抹,0.0
性功能障碍,勃起功能障碍,66.66666666666666
急性胃肠炎,急性胃炎、腹泻,66.66666666666666
骨骼肌损伤,痛性肌痉挛,20.0
冠心病,眩晕,0.0
乙肝,1,0.0
甲状腺功能亢进,甲状腺功能异常,71.42857142857143
慢性鼻炎,小儿慢性鼻炎,66.66666666666666
喘息性支气管炎,支气管哮喘,60.0
高脂血症,高胆固醇血症,50.0
性功能障碍,勃起功能障碍,66.66666666666666
睡眠障碍,失眠,50.0
乳腺增生、乳腺炎,乳房结节、乳腺炎,71.42857142857143
性功能障碍,勃起功能障碍,66.66666666666666
腰肌劳损,气虚血瘀,0.0
溃疡性结肠炎   支气管哮喘,溃疡性结肠炎,100.0
冠心病,高脂血症,0.0
性功能障碍,早泄,0.0
脱发,脂溢性脱发,40.0
忧郁症,轻微忧郁症，影响睡眠,33.33333333333333
高血压病 ,高血压病、高血压,57.14285714285714
干眼症,眼干眼涩,50.0
肠道菌群失调,消化不良,0.0
胸痹,胸痛,50.0
根尖周炎    骨关节炎,牙痛,0.0
过敏性鼻炎,慢性特发性荨麻疹及常年性过敏性鼻炎,29.411764705882355
肺恶性肿瘤,恶性肿瘤,100.0
风湿性关节炎,冠心病,0.0
关节炎,全身性骨关节炎,42.857142857142854
高血压病、牙神经疼痛、风湿性关节炎、脑血管病,血压高.神经疼痛、高血压病、血压高.牙神经疼痛、风湿性关节炎、脑血管病,65.51724137931035
湿疹、高血压病、心绞痛,湿疹、高血压病、胸痛、高血压,63.63636363636363
湿疹,点痦子后，涂抹,0.0
神经性皮炎,点痦子后，涂抹,0.0
冠心病、周围神经病变,脑血管病、周围神经病变,70.0
 白细胞减少症,白细胞减少、白细胞减少症,54.54545454545454
乙型病毒性肝炎,慢性肝炎、乙型病毒性肝炎,63.63636363636363
腰肌劳损,气虚血瘀,0.0
维生素C缺乏症,提高免疫力,0.0
开角型青光眼及高眼压症,开角型青光眼及高眼压症、原发性开角型青光眼,55.00000000000001
气血两虚,月经不调,0.0
霉菌性阴道炎,阴道炎,100.0
骨关节炎,肌肉疼痛,0.0
慢性软组织扭伤,扭伤,100.0
咽炎,热毒炽盛证,0.0
冠心病,胸痛,0.0
脑供血不足,脑血管病,50.0
感冒,备用,0.0
脑梗死,脑血管病,25.0
感冒,预防,0.0
焦虑症,焦虑状态,50.0
慢性肾功能衰竭,慢性肾衰竭,100.0
感冒、结膜炎、风湿性关节炎,肌肉酸痛、感冒、眼疲劳、风湿性关节炎,60.0
贫血,叶酸片,0.0
帕金森,支气管哮喘、帕金森,37.5
呼吸道感染,流行性感冒,20.0
呼吸道感染,备用,0.0
肥胖症,减肥,50.0
月经不规则,早泄,0.0
高脂血症,脂肪肝,33.33333333333333
阳痿,性功能障碍,0.0
高血压,血压高,66.66666666666666
失眠,头晕耳鸣失眠,33.33333333333333
冠心病,冠心病、冠状动脉粥样硬化性心脏病,20.0
感冒,鼻塞,0.0
高血压,头晕,0.0
胃炎,胃酸过多,25.0
抑郁症,抑郁症，肝腹郁闷,42.857142857142854
咳嗽,补肾,0.0
胃溃疡,血脂偏高，颈动脉血管有硬化,0.0
咽炎,咽部异物感,20.0
高血压病 记忆力减退,高血压病,100.0
肠炎,备用,0.0
支气管哮喘,支气管哮喘、慢性支气管炎,45.45454545454545
胆囊炎,胆管炎,66.66666666666666
冠心病   支气管炎,冠心病,100.0
痔疮,便血,0.0
不孕症,不育症,66.66666666666666
痛风,痛风20多年了,28.57142857142857
关节炎,膀子一直痛摔倒了,0.0
支气管哮喘,哮喘，支气管炎，支气管哮喘,45.45454545454545
过敏性鼻炎,湿疹,0.0
白癜风,身体多处有白斑，阴囊大部有白斑，诊断为癜,11.11111111111111
外伤,各种出血,0.0
月经不规则,月经失调,50.0
气分热盛证,急性上呼吸道感染,0.0
心绞痛,心胸疼痛,50.0
胃溃疡、消化不良,浅表胃病、消化不良,62.5
颈椎病,颈椎痛,66.66666666666666
支气管哮喘、花斑癣,哮喘、支气管哮喘、花斑癣,80.0
支气管炎,慢阻肺，支气管炎,57.14285714285714
关节炎,关节肿胀,50.0
白细胞减少症,身体前胸后背手背眼角都有白斑，尤其阴囊大,5.263157894736842
癫痫,高胆固醇血症,0.0
气虚,补气,50.0
脑神经损害,缺氧缺血性脑病,14.285714285714285
肠胃炎,肠胃不适,50.0
皮肤脓肿、,皮肤脓肿、泌尿道感染,44.44444444444444
脾虚,老年性白内障,0.0
肾精不足,乏力，体虚,0.0
帕金森综合征,帕金森,100.0
性功能障碍,早泄,0.0
性功能障碍,早泄,0.0
性功能障碍,勃起功能障碍,66.66666666666666
肾虚,遗精症,0.0
肝胃不和,肝胃不和，胃疼食少,50.0
营养不良,老年体弱身体疲惫头晕多梦,0.0
肾虚证,腰膝酸软,0.0
骨关节炎、失眠,骨关节炎、安神助眠,62.5
类风湿关节炎,免疫力血小板减少症,0.0
脑梗塞,血管性痴呆,0.0
尿道炎,风湿性免疫病,0.0
冠心病,心律失常,25.0
心律失常,心跳过速,25.0
过敏性鼻炎,季节性过敏性鼻炎,62.5
冠心病,心力衰竭、胸痛,16.666666666666664
高血压病,高血压,100.0
肾虚,肾阴虚,66.66666666666666
不孕症,女性不孕症,60.0
性功能障碍,阳萎,0.0
心肾不交证,心肾不交症,80.0
毛囊炎 ,毛囊炎 免疫性血小板低下症,25.0
全身性骨关节炎 肩周炎,全身性骨关节炎、骨关节炎、肩周炎,71.42857142857143
肝肾不足,滋补肝肾,50.0
冠心病,胸痛,0.0
耳鸣,耳聋耳鸣,50.0
类风湿关节炎、系统性红斑狼疮,痛风性关节炎、类风湿关节炎、系统性红斑狼疮,68.42105263157895
类风湿关节炎、系统性红斑狼疮,痛风性关节炎、类风湿关节炎、系统性红斑狼疮,68.42105263157895
系统性红斑狼疮  ,系统性红斑狼疮   关节炎,70.0
肥胖症,减肥,50.0
癫痫,null,0.0
外伤,外伤出血,50.0
癫痫、性功能障碍,癫痫、勃起功能障碍,75.0
性功能障碍,阳萎,0.0
慢性鼻炎,急慢性鼻炎,80.0
肥胖症,减肥,50.0
肾虚,勃起功能障碍,0.0
脾气虚,脾虚,100.0
前列腺增生,脂溢性脱发,0.0
肥胖症、气阴两虚证,减肥、气阴两虚证,85.71428571428571
关节炎,关节疼痛,50.0
高脂血症,冠心病,0.0
性功能障碍,早泄,0.0
痛风,痛风性关节炎、骨关节炎、痛风,16.666666666666664
关节炎,腰疼,0.0
慢性肝炎,慢性乙肝,75.0
勃起功能障碍、肾虚证,肾阳虚证、勃起功能障碍、肾虚证,69.23076923076923
性功能障碍,早泄,0.0
肠易激综合征,肠易激惹综合征,85.71428571428571
性功能障碍,null,0.0
营养不良,小孩不爱吃饭，身材小,11.11111111111111
中风,偏头痛,0.0
胃溃疡,胃炎,50.0
抑郁症,抑郁,100.0
便秘,精神分裂症,0.0
糖尿病,高血压  糖尿病,50.0
心绞痛,冠心病心绞痛,50.0
性功能障碍,勃起功能障碍,66.66666666666666
颈椎病,颈椎疼痛,50.0
支气管炎、肾功能不全,肺肾两虚证、肾功能不全,50.0
癫痫,null,0.0
2型糖尿病、高血压病、冠心病,糖尿病、2型糖尿病、高血压病、高血压、冠心病,66.66666666666666
肾气亏虚证,腰酸,0.0
关节炎,膀子一直痛摔倒了,0.0
胆囊炎,胆囊炎、慢性胆囊炎,37.5
慢性肠炎,溃疡性结肠炎,50.0
脾胃虚寒,胃腕寒凉,50.0
腹泻,十二指肠溃疡,0.0
高尿酸血症,高尿酸症,100.0
冠心病 慢性鼻炎,胸痛、慢性鼻炎,66.66666666666666
胆囊结石,内痔,0.0
失眠症、脑梗塞,健忘病、脑血管病、神经衰弱,9.090909090909092
原发性高血压、,原发性高血压、高血压病,60.0
肝炎,肝损伤,33.33333333333333
免疫力底下,增强免疫力,60.0
性功能障碍,勃起功能障碍,66.66666666666666
脂溢性脱发,脂溢性脱发、脱发,71.42857142857143
甲状腺肿、前列腺炎,甲状腺肿、前列腺增生,77.77777777777779
中风,脑出血,0.0
冠心病,动脉硬化性心脏病,25.0
前列腺增生,逆行射精,0.0
慢性肾功能不全、阴道炎,慢性肾功能不全、湿疹,77.77777777777779
性功能障碍,勃起功能障碍,66.66666666666666
肝肾亏损,风湿,0.0
肾虚、尿道炎,逆行射精,0.0
腹泻,十二指肠溃疡,0.0
脾虚,焦躁不安 睡中翻滚 食欲不振,0.0
睡眠障碍,睡眠不足,50.0
缺铁性贫血,特指缺铁性贫血,71.42857142857143
糖尿病性周围神经病变,糖尿病性周围神经病,100.0
脑梗塞,脑血管病,25.0
脱发、性功能障碍,脂溢性脱发、勃起功能障碍,63.63636363636363
支气管炎,咳嗽,0.0
血虚肝旺,眩晕眼花,0.0
性功能障碍,勃起功能障碍,66.66666666666666
胸痹,胸痛,50.0
骨关节炎,骨关节炎骨质疏松,50.0
支气管炎,喘息性支气管炎,57.14285714285714
上呼吸道感染,备用,0.0
肾虚,肾阳不足,25.0
阴虚火旺,阴虚火旺证,80.0
混合痔、高血压、急性上呼吸道感染、冠心病、尿路感染,混合痔、高血压、病毒性感冒、冠心病、风热上攻肺胃热盛证,52.17391304347826
类风湿性关节炎,类风湿性关节炎、骨关节炎,63.63636363636363
痤疮  淋巴结炎,痤疮,100.0
滑膜炎,膝盖积液，下蹲有疼痛感,0.0
失眠,睡眠差，长时间失眠，,25.0
冠心病、偏头痛、周围神经病变,胸痛、心绞痛、偏头痛、周围神经病变,78.57142857142857
过敏性结膜炎,结膜炎、过敏性结膜炎,66.66666666666666
中风,脑血管意外后遗症,0.0
冠心病,冠状动脉性心脏病、胸痛、冠心病,23.076923076923077
胃炎,胃酸过多,25.0
性功能障碍,阳萎,0.0
性功能障碍,肾阳虚、勃起功能障碍,44.44444444444444
性功能障碍,勃起功能障碍,66.66666666666666
胃炎,睡觉不好，脾胃不好,12.5
过敏性鼻炎；哮喘,常年性鼻炎；哮喘,71.42857142857143
睡眠障碍,长期失眠，睡眠不足。,25.0
肩关节炎,膀子一直痛摔倒了,0.0
滑膜炎,急慢性滑膜炎,50.0
性功能障碍,勃起功能障碍,66.66666666666666
颅脑外伤,痛性肌痉挛,0.0
性功能障碍,男性勃起功能障碍,62.5
硒缺乏症,低硒,50.0
哮喘,哮喘、支气管哮喘,28.57142857142857
支气管炎,咳嗽,0.0
支气管哮喘,支气管炎,75.0
胃炎,胃肠功能紊乱,16.666666666666664
糖尿病周围神经病,高血压病,50.0
痛风、软组织挫伤,痛风、痛性肌痉挛,28.57142857142857
高脂血症,高胆固醇血症,50.0
胃炎,胃酸胃痛,25.0
慢性肾炎,慢性肾炎综合征,57.14285714285714
肾虚,补肾,50.0
硒缺乏症、肝硬化,肝病、肝硬化,60.0
下肢静脉曲张,水肿,0.0
外伤,各种出血,0.0
性功能障碍,勃起功能障碍,66.66666666666666
性功能障碍,勃起功能障碍,66.66666666666666
脱发,脂溢性脱发,40.0
气滞血瘀证,头疼,0.0
阿尔茨海默症,血管性痴呆,0.0
急性支气管炎,感冒,0.0
脑梗塞,脑动脉供血不足,14.285714285714285
睡眠障碍,心悸,0.0
支气管哮喘,哮喘、支气管哮喘,71.42857142857143
脱发   干眼症,脱发,100.0
维生素A缺乏症,眼睛发干。,0.0
感冒,流行性感冒,40.0
气阴不足,头痛,0.0
风火上扰,翼状胬肉,0.0
性功能障碍,早泄,0.0
性功能障碍,勃起功能障碍、肾阳虚,44.44444444444444
类风湿性关节炎、 ,类风湿性关节炎、类风湿关节炎,53.84615384615385
头痛,头痛偏头痛,40.0
帕金森病,帕金森病性痴呆,57.14285714285714
癫痫,null,0.0
脑梗塞、眩晕综合征、胃溃疡,脑梗塞、眩晕综合征、脑血管病、胃溃疡,73.33333333333333
高血压病 ;眼睑炎,高血压病;急性牙周炎;眼睑炎,58.333333333333336
冠心病,水肿,0.0
 干燥综合征,干眼症、干燥综合征,62.5
性功能障碍,男性勃起功能障碍,62.5
过敏性鼻炎,常年性及季节性过敏性鼻炎、过敏性鼻炎,29.411764705882355
腹泻,便秘,0.0
干眼症,干眼症、干燥综合征,37.5
心绞痛,手脚发麻,0.0
眩晕症、冠状动脉粥样硬化性心脏病,头痛偏头痛、高脂血症、冠状动脉粥样硬化性心脏病,61.904761904761905
贫血,贫血 缺铁,50.0
冠心病,心气虚,33.33333333333333
精神分裂症、癫痫、,精神分裂症、癫痫、抑郁症、焦虑状态,50.0
贫血,贫血 缺铁,50.0
急性鼻炎,急慢性鼻炎,80.0
急性支气管炎,钙缺乏,0.0
咽喉炎,慢性咽炎,50.0
性功能障碍,勃起功能障碍,66.66666666666666
中风,脑动脉粥样硬化,0.0
中风,脑动脉粥样硬化,0.0
肾阳不足,风热感冒,0.0
咽喉炎,肝区疼痛,0.0
慢性乙型病毒性肝炎,慢性乙型病毒性肝炎、乙肝,81.81818181818183
皮肌炎,皮炎,100.0
冠心病,气滞血瘀,0.0
月经不规则,月经失调,50.0
青光眼,急性闭角型青光眼,37.5
食欲缺乏,肾功能肌酐高医生说大黄配医用碳片排毒,0.0
外伤,鼻炎引起的嗓子,0.0
排斥反应,肾移植失败和排斥反应,40.0
冠心病,高血压病,25.0
帕金森病,帕金森氏病、帕金森、帕金森病,33.33333333333333
高脂血症、高血压病、冠心病,高血脂、高血压病、冠心病,100.0
心绞痛,脑血管病,0.0
心力衰竭,肝阴不足,0.0
脑血栓,脑出血,66.66666666666666
慢性支气管炎,急性支气管炎,83.33333333333334
肾阴虚证,肾阴虚,100.0
高血压病、心绞痛、关节炎、前列腺增生,高血压病、心绞痛、关节痛、前列腺增生,93.33333333333333
十二指肠溃疡,十二指肠炎,80.0
肝火犯胃证、食欲不振,肝火犯胃证、肝郁血虚脾弱证,41.66666666666667
肥大性脊椎炎,颈椎间盘疾患,16.666666666666664
哮喘,咳嗽,0.0
失眠,无,0.0
充血性心力衰竭、冠心病,冠状动脉性心脏病、冠心病,45.45454545454545
白癜风,22,0.0
视疲劳,白内障,0.0
哮喘,咳嗽,0.0
冠心病,胸痛,0.0
高血压,高血压病;高血压,42.857142857142854
支气管炎,咳嗽病,0.0
关节炎,关节痛,66.66666666666666
高血压，,高血压，糖尿病,50.0
急性细菌性结膜炎,视力模糊,0.0
牙周炎,阴道炎,33.33333333333333
咽喉炎,温气重,0.0
暑热证,洗脸用,0.0
消化不良、锌缺乏,锌,100.0
肺部感染,咳嗽,0.0
脑梗死、冠心病,头痛、冠心病,60.0
白内障,眼干,0.0
性功能障碍,男性勃起功能障碍,62.5
高尿酸血症,高尿酸,100.0
特应性皮炎,湿疹,0.0
性功能障碍,阳痿早泄、阳萎、肾阳虚,0.0
乙肝,病毒携带,0.0
失眠,睡眠不好,25.0
肠炎,感染性腹泻,0.0
膝关节炎,膝关节不好,60.0
哮喘,咳嗽,0.0
肾阳虚证,肾虚证,100.0
支气管炎,慢性咳嗽,0.0
性功能障碍,男性勃起功能障碍,62.5
帕金森 ,帕金森，颤抖,60.0
